,ACCT_STREET_ADDR,NEW ADDRESS
10429,3595 INVERNESS DRIVE SOUTH UNI,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['ALPHA']]),"
10452,2985 DISTRICT AVE # S-110,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['LETTER', 'DIR'], ['DIGIT']]),"
10454,13300 SE 30TH ST STE 102A,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
10497,1720 MARS HILL ROAD SUTE 8-373,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['ALPHA'], ['DIGIT'], ['DIGIT']]),"
10513,8156-E S WADSWORTH BLVD # 124,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
10533,315 GENTRY ST # A3,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['ALNUM']]),"
10539,72B OLD LYME DR APT 4,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
10646,3818 E CESAR E CHAVEZ AVE,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY']]),"
10724,540 HIGHWAY 17 N # 1,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
10760,540 W 1700 S STE F,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
10801,118 B Y WILLIAMS SR DR,"("""", [['DIGIT'], ['LETTER'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
10851,6298 HIGHWAY 36 BLVD N M,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['WAY'], ['LETTER', 'DIR'], ['LETTER']]),"
10933,199 PARK ROAD EXT STE 107,"("""", [['DIGIT'], ['WAY'], ['WAY'], ['ALPHA'], ['APT'], ['DIGIT']]),"
10934,28490 AVENUE STANFORD STE A,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['APT'], ['LETTER']]),"
10956,166211 N SCOTTSDALE RD A4,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALNUM']]),"
11004,55 LAKE HAVASU AVE S STE G,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
11014,12999 MURPHY RD STE N 11,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER', 'DIR'], ['DIGIT']]),"
11132,351-353 BROADWAY,"("""", [['DIGIT'], ['DIGIT'], ['ALPHA']]),"
11192,506-7 18TH AVE N,"("""", [['DIGIT'], ['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['LETTER', 'DIR']]),"
11247,3555 CLARES ST STE,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT']]),"
11272,16960 ALGONQUIN ST STE 3-20,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['DIGIT'], ['DIGIT']]),"
11287,8 MCLAREN STE A,"("""", [['DIGIT'], ['ALPHA'], ['APT'], ['LETTER']]),"
11291,818-820 S LOS ANGELES ST,"("""", [['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY', 'PRE']]),"
11383,210 E 5TH N,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['LETTER', 'DIR']]),"
11429,948 CROCKER ST 3 4 5 6,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIGIT'], ['DIGIT'], ['DIGIT'], ['DIGIT']]),"
11461,34151 DATE PALM DR STE 4-H,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['LETTER']]),"
11573,514 OSWEGO ST FL 1 STE A,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['DIGIT'], ['APT'], ['LETTER']]),"
11588,2304 W PARK ROW DR STE 10-12,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
11650,1101 E LOOP 335 SOUTH,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['DIR']]),"
11695,229 MAIN ST W STE C,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
11718,4953 HIGHWAY 17 BYP S STE 105,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['APT'], ['DIGIT']]),"
11727,865B US HWY 45N,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR']]),"
11749,375 OLD STATE HIGHWAY 29 E,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR']]),"
11800,163-165 BOULEVARD,"("""", [['DIGIT'], ['DIGIT'], ['WAY']]),"
11850,795 E ROUTE 70 STE G,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['DIGIT'], ['APT'], ['LETTER']]),"
11854,11617 US 70 BUSINESS HWY W,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
11991,14270 SW FANNO CREEK LOOP,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['WAY'], ['ALPHA']]),"
12002,17395 MOUNT HERRMANN ST STE B,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
12100,319 W US HIGHWAY 19E BYP,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['ALPHA']]),"
12106,3066 TOP O THE WALK DR,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ARTI'], ['WAY'], ['WAY']]),"
12120,1415 E OFFICE VIEW AVE G,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER']]),"
12180,2010 W AVE J-8 113,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['LETTER'], ['DIGIT'], ['DIGIT']]),"
12287,212 WEST STE700,"("""", [['DIGIT'], ['DIR'], ['ALNUM']]),"
12299,5315 OAKS OF ST CLAIR CIR,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['WAY', 'PRE'], ['ALPHA'], ['WAY']]),"
12368,2520 AVE K STE700-715,"("""", [['DIGIT'], ['WAY'], ['LETTER'], ['ALNUM'], ['DIGIT']]),"
12396,4129 W EXPRESSWAY 83 STE A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['APT'], ['LETTER']]),"
12476,2799 SW 32ND AVE STE 13-14 BLDG E,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT'], ['ALPHA'], ['LETTER', 'DIR']]),"
12498,981 LOMAS SANTA FE DR STE D,"("""", [['DIGIT'], ['ALPHA'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
12565,401-WEST DOMNICK ST,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['WAY', 'PRE']]),"
12669,26735 US HIGHWAY 350E STE109,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['ALNUM']]),"
12692,4535 HIGHWAY 71 E UNIT B,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
12748,25764 SW CANYON CREEK RD APT B201,"("""", [['DIGIT'], ['DIR'], ['WAY'], ['WAY'], ['WAY'], ['APT'], ['ALNUM']]),"
12803,5243 FM 521 RD STE C,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['WAY'], ['APT'], ['LETTER']]),"
12808,1461 PASEO DE LAS FLORES,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ARTI'], ['ALPHA']]),"
12816,2122 P O BOX,"("""", [['DIGIT'], ['LETTER'], ['LETTER'], ['POB2']]),"
12844,59 OLD BROADWAY E UNIT F,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['LETTER', 'DIR'], ['APT'], ['LETTER']]),"
12853,1800 EL PASO BLVD STE101,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['ALNUM']]),"
12861,7918 EL CAJON BLVD STE N 330,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER', 'DIR'], ['DIGIT']]),"
12890,1660 LA RUE RD STEB,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['ALPHA']]),"
12951,10 DORSET ST # 8 B,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['DIGIT'], ['LETTER']]),"
13020,796 ROYAL ST GEORGE DR 101,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
13081,506 S VAN DORN ST # A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['LETTER']]),"
13155,7500 W LAKE MEAD BLVD BLDG 9S,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['ALPHA'], ['AL_1NUM', 'NUMSTR']]),"
13187,100 OLD CHEROKEE RD STE F 33,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], ['DIGIT']]),"
13193,2833 30TH ST UNIT 1/2,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], []]),"
13238,313 ROUTE 22 APT 4N,"("""", [['DIGIT'], ['WAY'], ['DIGIT'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
13278,23 W 47TH ST FL 4 STE 7,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['DIGIT'], ['APT'], ['DIGIT']]),"
13383,450 NJ ELMER WEAVER FWY 500,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
13423,514 VIA DE LA VALLE STE 100,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ARTI'], ['ALPHA'], ['APT'], ['DIGIT']]),"
13442,1850 MCCULLOCH BLVD N STE B7,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
13447,5704 MARTIN LUTHER KING JR HWY,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
13515,2004 2ND LOOP RD,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['ALPHA'], ['WAY']]),"
13537,13900 NW PSGE APT301,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['ALNUM']]),"
13793,347E MATAWAN RD # 13,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
13877,3733 N JOSEY LN # SUITE-104B,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
13922,711 12TH AVE PIER 88 & 90,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['ALPHA'], ['DIGIT'], [], ['DIGIT']]),"
13935,108 SOUTH ST SE STE D,"("""", [['DIGIT'], ['DIR'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['LETTER']]),"
13950,1485 ROUTE 9D STE B9,"("""", [['DIGIT'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['APT'], ['ALNUM']]),"
13987,8880 RIO SAN DIEGO DR STE 800,"("""", [['DIGIT'], ['ALPHA'], ['PRE'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT']]),"
14011,96 RIVEROAKS CENTER KIOSK 21,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['DIGIT']]),"
14086,5022 W AVENUE N STE 102,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['DIGIT']]),"
14097,3550 SAN PABLO DAM RD STE C,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
14099,6314 - E GRAVEL AVENUE,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY']]),"
14130,1317 N SAN FERNANDO BLVD # 353,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
14174,5229 FISHER DR THE COLONY,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ARTI'], ['ALPHA']]),"
14187,6749 FULTON  SE,"("""", [['DIGIT'], ['ALPHA'], ['DIR']]),"
14239,615 SAN BENITO ST STE B,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
14253,165 NIAGARA FRONTIER FOOD TERMIN,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
14350,3939 NE M L KING BLVD,"("""", [['DIGIT'], ['DIR'], ['LETTER'], ['LETTER'], ['ALPHA'], ['WAY']]),"
14384,2050 GREELEY MALL # 10A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
14403,701 ALTA ST SW APT L202,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['DIR'], ['APT'], ['ALNUM']]),"
14423,10934 S 91ST E AVE,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['LETTER', 'DIR'], ['WAY']]),"
14434,2031 E VIA BURTON STE F,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['APT'], ['LETTER']]),"
14497,287-289-29 S OAKWOOD,"("""", [['DIGIT'], ['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['ALPHA']]),"
14533,9746 FM 607 N,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR']]),"
14547,132 AVENIDA DEL MAR UNIT A,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['APT'], ['LETTER']]),"
14579,8049 HWY 83/84  S,"("""", [['DIGIT'], ['WAY'], [], ['LETTER', 'DIR']]),"
14604,1804 S LA CIENEGA BLVD # 102,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
14641,901 EMBARCADERO DEL MAR 101,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['DIGIT']]),"
14653,E-8 OLVERA ST,"("""", [['LETTER', 'DIR'], ['DIGIT'], ['ALPHA'], ['WAY', 'PRE']]),"
14693,27371 JEFFERSON AVE STE R&S,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], [], ['LETTER', 'DIR']]),"
14788,32-A UNION ST,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['WAY', 'PRE']]),"
14841,41807 VIA SAN MIGUEL,"("""", [['DIGIT'], ['ALPHA'], ['PRE'], ['ALPHA']]),"
14846,1918 9TH STREET 9TH,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['NTH', 'NUMSTR']]),"
14867,366 E 5TH NORTH ST,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['DIR'], ['WAY', 'PRE']]),"
15038,2100 S W S YOUNG DR,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY']]),"
15040,1003C JOHN SIMS PKWY E,"("""", [['AL_1NUM', 'NUMSTR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR']]),"
15258,3565 S WEST TEMPLE STE 13,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['ALPHA'], ['APT'], ['DIGIT']]),"
15260,171 BRANHAM LN # 110-18,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT'], ['DIGIT']]),"
15288,403 N PACIFIC COAST HWY 100,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIGIT']]),"
15345,9200 BOLSA AVE STE 227 BOOTH 4,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['ALPHA'], ['DIGIT']]),"
15382,1354 & 135 ABBOT KINNEY BLVD,"("""", [['DIGIT'], [], ['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY']]),"
15412,1053 E EL CAMINO REAL STE 8,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['APT'], ['DIGIT']]),"
15533,70 TOWN & COUNTRY TRL,"("""", [['DIGIT'], ['ALPHA'], [], ['ALPHA'], ['WAY']]),"
15588,5 MILK ST UNITE 2,"("""", [['DIGIT'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['DIGIT']]),"
15655,2653 BLUE MOUND RD W STE 100A,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
15658,7163-B WASHINGTON ST SW,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['WAY', 'PRE'], ['DIR']]),"
15712,1 LITTLE WEST 12TH ST FL 5,"("""", [['DIGIT'], ['ALPHA'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['APT'], ['DIGIT']]),"
15730,3041 MAIN STREET SWEET HOME O,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], ['ALPHA'], ['LETTER']]),"
15742,4166 BUFORD HWY NE STE Y5,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['APT'], ['ALNUM']]),"
15825,213 1ST AVE S # 800,"("""", [['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['LETTER', 'DIR'], ['POUND'], ['DIGIT']]),"
15882,5851 SAN FELIPE ST STE 230B,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
15902,16413 N 91ST ST # C130,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE'], ['POUND'], ['ALNUM']]),"
15939,519 RT 46 E PIAGET AVE,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY']]),"
15993,54 E MADISON ST # B23,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['POUND'], ['ALNUM']]),"
16028,6965 EL CAMINO REAL # STE105-171,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['POUND'], ['ALNUM'], ['DIGIT']]),"
16045,1926 HOSEA L WILLIAMS DR NE UNIT 170487,"("""", [['DIGIT'], ['ALPHA'], ['LETTER'], ['ALPHA'], ['WAY'], ['DIR'], ['APT'], ['DIGIT']]),"
16055,12820 HILL COUNTRY BLVD STE E,"("""", [['DIGIT'], ['WAY'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER', 'DIR']]),"
16135,145 E RENO AVE STE E5-A,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM'], ['LETTER']]),"
16143,3051 E LA JOLLA ST STE F,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ARTI'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER']]),"
16201,5076 E CITY RD 300 SOUTH,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['DIGIT'], ['DIR']]),"
16202,1400 S CONGRESS AVE # B STE 1,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['POUND'], ['LETTER'], ['APT'], ['DIGIT']]),"
16206,3545 LAS VEGAS BLVD S STE L5,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['ALNUM']]),"
16287,4100 JILES RD NW STE 102-103,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['DIR'], ['APT'], ['DIGIT'], ['DIGIT']]),"
16310,445 ALBEE SUQRE  W E-33,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['DIGIT']]),"
16345,54 P AND S LN STE C,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['LETTER', 'DIR'], ['WAY'], ['APT'], ['LETTER']]),"
16401,1299 US 9 SCHROON LK,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['ALPHA'], ['ALPHA']]),"
16628,1234 N POST OAK RD SE 170,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['ALPHA'], ['WAY'], ['DIR'], ['DIGIT']]),"
16642,109-05 113 STREET SOUTH OZONE PAR,"("""", [['DIGIT'], ['DIGIT'], ['DIGIT'], ['WAY'], ['DIR'], ['ALPHA'], ['ALPHA']]),"
16737,5011 FALLS OF NEUSE RD STE B,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER']]),"
16751,5890 SW 43RD STREET RD,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['WAY']]),"
16824,27792 ALISO CREEK RD # B,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['WAY'], ['POUND'], ['LETTER']]),"
16836,123 ASTRONAUT E S ONIZUKA ST STE 103,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['DIGIT']]),"
16929,2856-70 3RD AVE,"("""", [['DIGIT'], ['DIGIT'], ['NTH', 'NUMSTR'], ['WAY']]),"
17106,0N468 PLEASANT HILL RD,"("""", [['ALNUM'], ['ALPHA'], ['WAY'], ['WAY']]),"
17121,2 HENRY ADAMS ST STE M95,"("""", [['DIGIT'], ['ALPHA'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['ALNUM']]),"
17200,104 NC 54 STE AA,"("""", [['DIGIT'], ['ALPHA'], ['DIGIT'], ['APT'], ['ALPHA']]),"
17213,3550 SAN PABLO DAM RD STE B2,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['APT'], ['ALNUM']]),"
17263,114 ASTRONAUT E S ONIZUKA ST,"("""", [['DIGIT'], ['ALPHA'], ['LETTER', 'DIR'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE']]),"
17274,1350 E PACHEO BLVD STE B 120,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['APT'], ['LETTER'], ['DIGIT']]),"
17275,2900 S DIABLO WAY BLDG B,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY'], ['ALPHA'], ['LETTER']]),"
17339,303 301 BLVD W STE 103,"("""", [['DIGIT'], ['DIGIT'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['DIGIT']]),"
17346,2275 SW 66TH TER # 2,"("""", [['DIGIT'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY'], ['POUND'], ['DIGIT']]),"
17379,10330 FRIAR ROAD SUTE 104/105,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['ALPHA'], []]),"
17385,406 - 408 S 2ND STREET,"("""", [['DIGIT'], ['DIGIT'], ['LETTER', 'DIR'], ['NTH', 'NUMSTR'], ['WAY']]),"
17429,2370 N EXPWY 77 1186,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['DIGIT'], ['DIGIT']]),"
17436,4500 I-55  N STE145,"("""", [['DIGIT'], ['LETTER'], ['DIGIT'], ['LETTER', 'DIR'], ['ALNUM']]),"
17476,1307-C N H ST,"("""", [['DIGIT'], ['LETTER'], ['LETTER', 'DIR'], ['LETTER'], ['WAY', 'PRE']]),"
17518,304 N LL&G,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], [], ['LETTER']]),"
17540,149- 11 41ST AVE 1A-2A,"("""", [['DIGIT'], ['DIGIT'], ['NTH', 'NUMSTR'], ['WAY'], ['AL_1NUM', 'NUMSTR'], ['AL_1NUM', 'NUMSTR']]),"
17553,840 ROOSEVELT # 2F,"("""", [['DIGIT'], ['ALPHA'], ['POUND'], ['AL_1NUM', 'NUMSTR']]),"
17585,108 NE BERNARD ST GLEN ROSE TEX,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['WAY', 'PRE'], ['ALPHA'], ['ALPHA'], ['ALPHA']]),"
17619,7635 EL CAMINO REAL STE 1B,"("""", [['DIGIT'], ['ARTI'], ['ALPHA'], ['ALPHA'], ['APT'], ['AL_1NUM', 'NUMSTR']]),"
17660,10900 B STONELAKE BLVFD 102,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['ALPHA'], ['DIGIT']]),"
17719,5555 E SANTA ANA CANYON RD,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['PRE'], ['ALPHA'], ['WAY'], ['WAY']]),"
17775,815 PELHAM RD S STE A STE A,"("""", [['DIGIT'], ['ALPHA'], ['WAY'], ['LETTER', 'DIR'], ['APT'], ['LETTER'], ['APT'], ['LETTER']]),"
17789,1442 A WALNUT ST 57,"("""", [['DIGIT'], ['LETTER'], ['ALPHA'], ['WAY', 'PRE'], ['DIGIT']]),"
17812,70 W NORTH 1ST ST,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['DIR'], ['NTH', 'NUMSTR'], ['WAY', 'PRE']]),"
17830,696 SAN RAMON VALLEY BLVD # 177,"("""", [['DIGIT'], ['PRE'], ['ALPHA'], ['ALPHA'], ['WAY'], ['POUND'], ['DIGIT']]),"
17844,1414 S MILLER ST STE E&F,"("""", [['DIGIT'], ['LETTER', 'DIR'], ['ALPHA'], ['WAY', 'PRE'], ['APT'], ['LETTER', 'DIR'], [], ['LETTER']]),"
17864,70 SW CENTURY DR STE 100-289,"("""", [['DIGIT'], ['DIR'], ['ALPHA'], ['WAY'], ['APT'], ['DIGIT'], ['DIGIT']]),"
17872,6100 AVENUE K STE104C,"("""", [['DIGIT'], ['WAY'], ['LETTER'], ['ALNUM']]),"
17892,6836 VISTA DEL SOL DR NW,"("""", [['DIGIT'], ['ALPHA'], ['ARTI'], ['ALPHA'], ['WAY'], ['DIR']]),"
